Order_ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,Weather_conditions,Road_traffic_density,Festival,City,Order_Date,Time_Orderd,Time_Order_picked,Distance_km,Time_taken_min
ORD000111,DEL100,36,4.9,13.092396524000067,77.54924513039694,12.97360335233427,77.67239989739909,Snack,motorcycle,Sunny,Low,No,Urban,2024-10-15,10:48,11:11,18.993301522322845,57
ORD007068,DEL036,28,5.0,13.059608488670683,77.60473840685906,12.974236780132335,77.69880518919328,Drinks,scooter,Sunny,High,No,Urban,2024-02-04,17:52,18:17,14.10044676555319,66
ORD006442,DEL084,36,4.3,12.92193284429856,77.64777035712989,13.00728491026669,77.60785455712416,Meal,motorcycle,Sunny,Medium,No,Urban,2024-12-10,21:02,21:20,10.458913524329486,56
ORD004178,DEL069,40,4.4,13.054183129207084,77.50644296447297,13.096127313810575,77.64546704686984,Meal,bicycle,Fog,Medium,No,Semi-Urban,2024-03-09,15:30,15:55,16.118717428657515,90
ORD001407,DEL014,36,4.9,13.002718255273859,77.5314081350209,12.904451965483972,77.58054173880207,Meal,electric_scooter,Rainy,Medium,No,Urban,2024-04-28,19:36,20:02,12.195043544134762,90
ORD009937,DEL009,27,4.5,13.046299848801242,77.50951157997694,12.933792770039263,77.64290493016073,Meal,motorcycle,Sunny,Medium,No,Metropolitan,2024-08-01,19:11,19:30,19.3699384751905,90
ORD006900,DEL059,28,3.8,13.047768701850906,77.54047263889264,13.077301127278654,77.53466664985689,Snack,motorcycle,Rainy,High,No,Urban,2024-04-28,21:33,22:01,3.3408486001179867,34
ORD001300,DEL017,32,4.4,12.994064765109195,77.66347607908533,13.078023501764887,77.53284728398468,Meal,bicycle,Cloudy,Medium,No,Urban,2024-08-21,12:44,12:58,17.23646356702149,90
ORD002273,DEL062,42,4.5,12.910780923279695,77.60422889708053,13.00115049716646,77.6455217124456,Drinks,scooter,Sunny,High,No,Semi-Urban,2024-10-22,19:44,20:04,11.02859518047305,57
ORD005489,DEL043,43,3.6,12.947735821374877,77.65266651799494,13.042942266894338,77.57986075487877,Meal,motorcycle,Sunny,Medium,No,Urban,2024-05-24,15:47,16:00,13.303777836938002,82
ORD007507,DEL081,36,3.7,12.910648657412798,77.61477129916821,12.933079231488298,77.65146480242166,Snack,motorcycle,Cloudy,Medium,No,Metropolitan,2024-09-08,12:02,12:12,4.7737018741472825,22
ORD004030,DEL097,32,3.7,13.059942984905577,77.68552651586286,13.051398151106687,77.62587264203192,Snack,bicycle,Sunny,Medium,No,Metropolitan,2024-01-06,13:07,13:19,6.689165075132098,49
ORD009662,DEL037,42,4.3,12.983218907921845,77.6245004359565,12.914904592141415,77.519682416616,Snack,motorcycle,Sunny,High,No,Urban,2024-05-29,23:16,23:36,13.887720505006056,79
ORD001688,DEL059,24,4.6,13.042224659230985,77.59843847660275,13.041390359654448,77.69134840763829,Snack,scooter,Sunny,Low,No,Urban,2024-08-25,12:20,12:31,10.313418127378375,35
ORD007190,DEL082,43,3.8,13.052976541437284,77.57198766344254,12.970513299270761,77.6236855441364,Snack,motorcycle,Sunny,Low,No,Semi-Urban,2024-07-23,13:44,14:00,10.803475055554513,35
ORD002394,DEL036,42,4.3,12.974072431111532,77.61452957539834,12.97337986994196,77.55395357452015,Snack,bicycle,Sunny,Low,No,Metropolitan,2024-07-27,19:39,20:07,6.724375532301244,33
ORD009213,DEL090,21,4.0,13.010661942459652,77.51969379096445,13.06773195084983,77.69910762624993,Drinks,motorcycle,Rainy,Low,No,Semi-Urban,2024-08-15,19:19,19:43,20.898181436478186,90
ORD009174,DEL036,29,3.6,13.009537078575462,77.60608560104502,12.950439745005724,77.56857619309179,Meal,motorcycle,Cloudy,Low,No,Metropolitan,2024-06-15,10:01,10:20,7.769564328686756,36
ORD007429,DEL027,36,4.1,12.932375062746663,77.62733710535669,13.048079694150495,77.56497882041748,Meal,motorcycle,Sunny,High,No,Semi-Urban,2024-05-28,08:36,08:53,14.58968960742257,90
ORD000352,DEL075,35,4.3,12.964628241251965,77.66536033327517,13.068446545450852,77.60623860334996,Snack,motorcycle,Rainy,Medium,No,Semi-Urban,2024-05-01,20:54,21:19,13.261420082621868,80
ORD001243,DEL032,34,3.7,12.914688894031844,77.56571269362415,13.050941176405418,77.5607044922543,Meal,electric_scooter,Fog,Medium,No,Semi-Urban,2024-04-17,21:52,22:19,15.134216644832083,90
ORD000619,DEL084,40,4.5,13.066530300450529,77.5688216934646,13.02014845066649,77.69076462888616,Meal,motorcycle,Sunny,Medium,No,Urban,2024-01-28,17:29,17:55,14.4817167827309,76
ORD001158,DEL024,20,4.4,12.910630817087416,77.60650659385779,13.071438098699236,77.59844891542409,Buffet,scooter,Fog,Medium,No,Metropolitan,2024-05-28,12:37,12:58,17.87200241947866,90
ORD009448,DEL089,36,4.2,13.096037497968874,77.54399424972308,12.954253768483326,77.64559789902239,Meal,motorcycle,Rainy,High,No,Metropolitan,2024-07-27,12:20,12:40,19.36176264444932,90
ORD006771,DEL009,34,4.0,12.99923328104328,77.58014208673431,13.001415403327105,77.52563806453874,Snack,motorcycle,Sunny,Low,No,Urban,2024-09-02,12:00,12:20,6.054793191991651,20
ORD006634,DEL048,29,3.7,13.071137473584171,77.52706711552379,12.956200509367884,77.5981451582575,Drinks,motorcycle,Sunny,Low,Yes,Urban,2024-06-23,20:59,21:21,15.000447308927152,60
ORD002211,DEL069,40,4.8,12.93239505698187,77.68907259568671,12.999515294694413,77.57840176836989,Meal,motorcycle,Sunny,Medium,No,Urban,2024-10-11,19:10,19:29,14.367173131090832,74
ORD003864,DEL066,31,4.4,13.030846999352066,77.59157698043643,12.9248740403388,77.52692834203023,Meal,scooter,Cloudy,Medium,No,Metropolitan,2024-06-10,21:03,21:25,13.779081690332605,85
ORD005462,DEL013,21,3.7,13.027535071495363,77.59564989769562,12.967631903606232,77.55242223587425,Snack,motorcycle,Sunny,High,No,Urban,2024-07-16,14:31,14:47,8.199752846454095,46
ORD004525,DEL003,44,4.2,13.09663868194962,77.50983973332897,12.943123778325822,77.55337282506146,Meal,motorcycle,Sunny,Low,No,Urban,2024-03-30,21:37,22:06,17.71205116038237,80
ORD001507,DEL030,44,4.2,12.91424814304852,77.61632000310509,12.9702389067948,77.625494532634,Snack,scooter,Sunny,Medium,Yes,Urban,2024-03-28,20:24,20:36,6.297856347890841,32
ORD006609,DEL087,35,4.3,12.938937001260038,77.6133465799889,13.061041344781033,77.57176974852122,Buffet,motorcycle,Rainy,High,No,Metropolitan,2024-09-03,12:39,12:52,14.317753829478583,90
ORD004751,DEL053,36,4.0,12.97668706078033,77.62071724185722,12.95393676474255,77.50143011055971,Buffet,scooter,Sunny,Medium,No,Urban,2024-10-02,19:32,19:53,13.479530168510248,90
ORD002156,DEL054,36,4.9,13.004945852085905,77.59343120811342,13.056176706201537,77.62462910229598,Meal,scooter,Sunny,Medium,No,Semi-Urban,2024-08-16,13:13,13:28,6.658065557794675,35
ORD005341,DEL006,24,4.9,12.936004461372818,77.59570093635314,13.020157061690592,77.68783196713727,Snack,motorcycle,Cloudy,Medium,No,Urban,2024-09-13,19:57,20:23,13.850463721536393,56
ORD008789,DEL009,38,4.1,12.956526588230426,77.55679048089351,13.057700099139284,77.62078292091259,Snack,motorcycle,Fog,Low,No,Metropolitan,2024-01-01,18:58,19:17,13.288100959989723,64
ORD000402,DEL041,37,3.6,12.981336036819332,77.5883825535429,13.011240332423414,77.63698130779218,Meal,scooter,Rainy,Medium,Yes,Urban,2024-04-26,12:23,12:47,6.333915036291829,75
ORD006754,DEL022,33,3.6,13.089111574244049,77.5065645349049,13.029124632746038,77.68487194135423,Meal,scooter,Rainy,Medium,No,Urban,2024-11-06,19:32,19:50,20.88215488627611,90
ORD000431,DEL071,25,4.0,12.916217925665718,77.67827460623745,13.04885335492728,77.51839880597637,Meal,scooter,Sunny,Jam,No,Metropolitan,2024-01-06,19:25,19:54,23.058210529793318,90
ORD008812,DEL006,22,3.8,12.979343823310158,77.66522589166387,13.014058912863977,77.640152260261,Buffet,motorcycle,Cloudy,High,No,Urban,2024-09-12,14:10,14:21,4.753372577121967,46
ORD009307,DEL040,40,4.6,13.071769143933867,77.6092666564268,13.035401189221899,77.59089697149744,Snack,motorcycle,Rainy,High,No,Semi-Urban,2024-10-13,10:37,11:04,4.522583888759604,34
ORD005298,DEL071,30,4.3,12.90658705956597,77.6450841412231,12.907210202767587,77.590128832988,Meal,motorcycle,Sunny,Medium,No,Semi-Urban,2024-11-10,10:07,10:29,6.100431357665623,35
ORD004932,DEL039,23,3.7,13.037634606405337,77.64729176929053,12.97394347771375,77.64253835769962,Snack,bicycle,Sunny,Low,No,Semi-Urban,2024-01-12,18:10,18:38,7.089376999325895,43
ORD004247,DEL092,27,4.6,12.93803730538204,77.53728500916037,12.91802136771455,77.58649907436897,Drinks,motorcycle,Rainy,High,No,Urban,2024-01-16,19:15,19:32,5.897289054708133,44
ORD006882,DEL098,31,4.9,13.009671484887136,77.61686559498945,12.933587427171512,77.5986512855513,Meal,electric_scooter,Sunny,High,No,Metropolitan,2024-06-13,12:24,12:43,8.683964175218287,60
ORD007825,DEL087,31,4.8,12.917160592445205,77.54224365875208,13.048622681274669,77.6862618682851,Meal,motorcycle,Sunny,High,No,Urban,2024-07-23,13:19,13:46,21.64458032385878,90
ORD002980,DEL096,29,4.5,13.063806404167275,77.56842249348617,13.003235937101966,77.59310833469081,Snack,motorcycle,Rainy,Medium,No,Semi-Urban,2024-11-13,19:36,19:55,7.260258957213625,43
ORD009179,DEL020,29,3.5,12.910548505981307,77.56276727973052,12.905299461296826,77.64534508030442,Buffet,scooter,Sunny,High,Yes,Semi-Urban,2024-01-25,10:58,11:21,9.18463503117902,90
ORD001366,DEL073,26,4.9,13.005953693506097,77.61142198242084,13.02097710681571,77.6233840656555,Meal,motorcycle,Sunny,High,No,Urban,2024-08-16,21:27,21:47,2.131646216023626,15
ORD006797,DEL068,32,3.8,13.045902839687175,77.51970346502316,13.080787537112927,77.60744773147655,Snack,motorcycle,Sunny,Medium,No,Urban,2024-02-25,13:53,14:22,10.481126676496382,49
ORD004392,DEL095,29,3.6,12.998913524907628,77.53494714294206,12.953979649834828,77.5755079770824,Meal,motorcycle,Fog,Low,No,Urban,2024-12-08,14:14,14:35,6.71915411219894,42
ORD001663,DEL071,33,4.6,13.083859243065781,77.67172321725802,12.929184019059223,77.59684603387959,Meal,motorcycle,Cloudy,Jam,No,Urban,2024-12-21,20:18,20:43,19.0748962452592,90
ORD009507,DEL048,33,3.6,12.914531737431222,77.66426206117076,13.0566805983651,77.67086954688415,Meal,scooter,Sunny,Jam,No,Semi-Urban,2024-12-13,14:26,14:36,15.795560349505525,90
ORD007800,DEL036,44,4.8,12.920015662742296,77.57632237484363,12.927025518447135,77.52243527220261,Drinks,motorcycle,Cloudy,Medium,No,Semi-Urban,2024-01-22,10:44,11:13,6.031864917671156,25
ORD008635,DEL019,21,4.6,13.088096975739827,77.5407532519064,12.951655527943906,77.52399447199598,Meal,motorcycle,Sunny,High,No,Metropolitan,2024-06-09,17:17,17:41,15.25881652737227,90
ORD007356,DEL100,20,4.1,12.944418566222513,77.64713221729805,12.912940367789668,77.65054566181792,Buffet,motorcycle,Cloudy,High,No,Urban,2024-02-10,08:26,08:43,3.5145632210866524,31
ORD004595,DEL029,23,5.0,13.021047044033633,77.60536059157538,12.942901019288062,77.6003456282762,Snack,motorcycle,Sunny,Jam,No,Semi-Urban,2024-01-03,13:42,14:09,8.692052045927197,55
ORD008992,DEL021,33,4.2,12.972086337536101,77.5167203001472,12.933964013118965,77.66540186488805,Meal,scooter,Cloudy,Low,Yes,Urban,2024-07-19,14:44,15:10,17.037512654505846,90
ORD005703,DEL070,29,4.6,12.999069369312235,77.58328319115319,13.059490388815645,77.50178348621331,Meal,motorcycle,Sunny,Medium,No,Metropolitan,2024-10-19,16:54,17:19,11.261387100171733,57
ORD005864,DEL081,37,4.4,13.003002677382256,77.51722583340293,12.93244600429915,77.5280066353071,Meal,motorcycle,Fog,Medium,No,Urban,2024-03-26,16:56,17:14,7.922686569771845,48
ORD008432,DEL095,20,4.8,12.967158667531395,77.62535395117392,12.96581027258405,77.63264267799373,Snack,motorcycle,Rainy,High,No,Semi-Urban,2024-09-19,20:57,21:09,0.8227766532842105,15
ORD009270,DEL039,27,5.0,12.901073411595702,77.56676125934695,13.031209013954236,77.58696828503754,Drinks,scooter,Cloudy,Jam,No,Urban,2024-12-12,20:52,21:06,14.618155899597856,90
ORD005369,DEL038,28,4.6,12.945686596550596,77.5013941901579,13.009439850080913,77.55704031258144,Snack,motorcycle,Stormy,Medium,No,Urban,2024-09-03,14:43,15:12,9.393098005155988,62
ORD001535,DEL059,43,4.5,12.926951182281337,77.66867574755518,12.933490292104503,77.66076417112632,Snack,scooter,Fog,High,Yes,Urban,2024-04-12,17:19,17:40,1.1393218592951693,15
ORD002021,DEL087,44,4.1,12.920062898113923,77.67009124899715,12.995672240475836,77.69219616337993,Drinks,motorcycle,Stormy,Medium,No,Semi-Urban,2024-06-20,22:01,22:27,8.74395402965221,57
ORD008130,DEL069,20,4.8,13.058352150460077,77.65900754716662,12.996626238847355,77.69163061801906,Meal,motorcycle,Sunny,High,No,Urban,2024-08-06,21:36,21:55,7.749638848443084,46
ORD009127,DEL095,38,4.5,12.972818971708804,77.65426607307202,12.921430483666038,77.6645104120115,Meal,motorcycle,Sunny,Medium,No,Metropolitan,2024-11-07,14:13,14:30,5.816361005429828,28
ORD006638,DEL058,35,4.3,12.937226013221677,77.50698733227813,13.09558928245069,77.5270683819686,Snack,electric_scooter,Fog,Medium,No,Urban,2024-09-30,08:27,08:57,17.71908182992815,90
ORD004607,DEL042,26,3.6,13.094590946604562,77.60666361802211,13.057179574584971,77.61894187992715,Snack,motorcycle,Rainy,Low,No,Urban,2024-10-06,14:40,15:04,4.370590955352609,21
ORD005854,DEL025,42,4.7,13.075723811140996,77.69396505594956,13.045323449054802,77.5478702930984,Meal,bicycle,Cloudy,Medium,No,Urban,2024-11-05,10:37,10:53,16.563886156064424,90
ORD007225,DEL028,22,3.8,13.089203121053671,77.63527805777368,13.0168662270117,77.50756866400926,Snack,motorcycle,Stormy,Low,No,Urban,2024-12-14,12:33,12:54,16.291803743532366,90
ORD003973,DEL082,21,3.7,13.02995992537575,77.67879244509908,13.053640333127985,77.6706643908362,Snack,bicycle,Sunny,Low,No,Urban,2024-04-30,12:59,13:11,2.779052930172415,15
ORD009254,DEL034,35,4.4,13.000784363548284,77.59383490352536,12.957232382325971,77.65881458968373,Drinks,motorcycle,Rainy,Medium,No,Metropolitan,2024-08-28,15:53,16:16,8.682963688300514,49
ORD006216,DEL074,32,3.9,12.907658277239404,77.62616165366221,13.073108013467083,77.5624794098679,Buffet,scooter,Stormy,Medium,No,Semi-Urban,2024-06-03,12:13,12:37,19.67834453501652,90
ORD000700,DEL061,35,3.7,13.011088260488165,77.6878991573045,12.942022905098195,77.53191580000345,Snack,scooter,Cloudy,Medium,Yes,Metropolitan,2024-12-31,20:47,21:01,18.935451925267024,90
